post_id,majority_asian,majority_black,majority_hispanic,majority_man,majority_white,majority_woman,majority_overall,average_asian,average_black,average_hispanic,average_man,average_white,average_woman,average_overall,gpt_cot,gemini_cot,solar_cot
sbic_31536,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_43290,,,,1.0,3.0,3.0,3.0,,,,1.0,2.0,3.0,2.0,3.0,3.0,2.0
sbic_31723,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0
sbic_34109,,,,1.0,1.0,-1.0,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,
sbic_32575,,,3.0,-1.0,-1.0,3.0,-1.0,,,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0
sbic_26996,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_16773,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_14058,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,2.0,,2.0
sbic_41565,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_18320,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_20152,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_24005,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_20536,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0
sbic_38288,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,3.0,2.0
sbic_24877,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_37313,,,,-1.0,-1.0,1.0,-1.0,,,,2.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_6276,1.0,3.0,,-1.0,2.0,3.0,-1.0,1.0,3.0,,2.0,2.0,3.0,2.0,3.0,3.0,3.0
sbic_25035,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_24864,,,,,-1.0,-1.0,-1.0,,,,,2.0,2.0,2.0,3.0,3.0,2.0
sbic_25220,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_24892,,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_25439,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_27861,,,1.0,1.0,-1.0,-1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,3.0,3.0,
sbic_5410,1.0,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,3.0,3.0,3.0
sbic_25654,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_4720,1.0,,,1.0,-1.0,,1.0,1.0,,,2.0,2.0,,2.0,3.0,,3.0
sbic_38459,,,,,2.0,2.0,2.0,,,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_26386,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_31639,,,,1.0,1.0,,1.0,,,,2.0,2.0,,2.0,2.0,3.0,2.0
sbic_29701,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0
sbic_37071,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_34338,,,,1.0,1.0,-1.0,1.0,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0
sbic_28505,1.0,,,1.0,-1.0,,1.0,1.0,,,1.0,2.0,,1.0,2.0,3.0,2.0
sbic_27127,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_39594,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,
sbic_29715,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,3.0
sbic_28381,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,
sbic_17484,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,2.0,1.0,1.0
sbic_35093,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,2.0
sbic_32188,,,,,2.0,2.0,2.0,,,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_32468,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,3.0,2.0
sbic_43090,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_35021,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0
sbic_39230,,,,1.0,1.0,-1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,3.0
sbic_43710,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_34763,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_32080,3.0,,,1.0,1.0,,1.0,3.0,,,2.0,1.0,,2.0,3.0,3.0,2.0
sbic_17491,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,3.0,2.0
sbic_29643,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_26615,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,2.0
sbic_20650,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0
sbic_33802,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_14619,,-1.0,,3.0,3.0,-1.0,3.0,,2.0,,3.0,3.0,2.0,2.0,2.0,3.0,2.0
sbic_31605,,,,3.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_32033,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_12492,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,2.0,3.0,3.0
sbic_30545,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_13955,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,,3.0
sbic_32867,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_30073,,,,3.0,3.0,-1.0,3.0,,,,3.0,3.0,2.0,3.0,3.0,3.0,3.0
sbic_31859,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_21191,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,
sbic_40464,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_32283,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,2.0
sbic_28998,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_42952,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_35607,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_36274,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_7154,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_17871,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_13444,,,3.0,3.0,3.0,,3.0,,,3.0,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_4911,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0
sbic_40470,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_5527,,,,-1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_1495,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_10047,,,,3.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_32430,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_35758,,,,1.0,1.0,-1.0,1.0,,,,1.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_25511,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,2.0,1.0,1.0
sbic_17248,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_24782,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_17442,,1.0,,3.0,3.0,1.0,-1.0,,1.0,,3.0,3.0,1.0,2.0,3.0,3.0,3.0
sbic_5560,,,1.0,2.0,2.0,,2.0,,,1.0,2.0,2.0,,2.0,3.0,3.0,2.0
sbic_3178,1.0,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,3.0,,3.0
sbic_42971,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_1750,,1.0,,3.0,3.0,1.0,3.0,,1.0,,3.0,3.0,1.0,2.0,3.0,3.0,3.0
sbic_39015,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_29450,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_19331,,,,,2.0,2.0,2.0,,,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_38892,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0
sbic_26669,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,3.0,3.0,2.0
sbic_6976,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_8726,,,,2.0,2.0,,2.0,,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_15100,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_9517,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0
sbic_17894,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_30688,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,,3.0
sbic_3285,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_5382,,,,3.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_40830,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0
sbic_7328,3.0,,,3.0,-1.0,-1.0,3.0,3.0,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_16162,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0
sbic_30407,,3.0,,,,3.0,3.0,,3.0,,,,3.0,3.0,3.0,3.0,3.0
sbic_40112,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,
sbic_18168,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,,3.0
sbic_4535,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0
sbic_25648,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0
sbic_26827,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_35322,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_35589,,1.0,3.0,,3.0,3.0,3.0,,1.0,3.0,,3.0,2.0,2.0,3.0,3.0,3.0
sbic_3978,,,,3.0,-1.0,2.0,-1.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_3063,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_8996,,2.0,,1.0,1.0,-1.0,1.0,,2.0,,1.0,1.0,2.0,1.0,3.0,3.0,2.0
sbic_24514,,,,3.0,-1.0,-1.0,-1.0,,,,3.0,2.0,2.0,2.0,3.0,3.0,2.0
sbic_40257,,3.0,,,,3.0,3.0,,3.0,,,,3.0,3.0,3.0,3.0,2.0
sbic_24294,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_28717,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,
sbic_7507,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_6882,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_9970,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_24795,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_5885,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_5755,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_24914,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,1.0
sbic_37684,,3.0,,,-1.0,-1.0,-1.0,,3.0,,,2.0,2.0,2.0,3.0,3.0,2.0
sbic_34023,,3.0,,,,3.0,3.0,,3.0,,,,3.0,3.0,3.0,3.0,3.0
sbic_1557,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_28993,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_32663,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_39073,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_9207,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_40022,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,3.0,3.0,3.0
sbic_38582,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_24916,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_12614,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_7658,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_27662,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_39751,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_36028,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_9478,,,,3.0,1.0,1.0,1.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_24444,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_7192,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_905,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_43195,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_10129,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,
sbic_35471,,,,2.0,2.0,-1.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_21459,1.0,,,-1.0,-1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,1.0,3.0,3.0,2.0
sbic_7238,,3.0,,,1.0,1.0,1.0,,3.0,,,1.0,2.0,2.0,3.0,3.0,3.0
sbic_40256,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_9249,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_42944,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_10083,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_6140,,,,1.0,-1.0,3.0,-1.0,,,,1.0,2.0,3.0,2.0,3.0,,3.0
sbic_20830,,1.0,2.0,-1.0,3.0,1.0,-1.0,,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0
sbic_3919,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_8737,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,1.0
sbic_7847,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0
sbic_19618,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_24280,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_24479,2.0,,,,2.0,2.0,2.0,2.0,,,,2.0,2.0,2.0,3.0,3.0,3.0
sbic_29513,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0
sbic_29340,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,3.0
sbic_31211,,,3.0,3.0,,,3.0,,,3.0,3.0,,,3.0,3.0,,3.0
sbic_40142,3.0,,,3.0,-1.0,-1.0,3.0,3.0,,,3.0,2.0,2.0,3.0,3.0,3.0,3.0
sbic_30902,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_9936,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0
sbic_5343,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,3.0,3.0,3.0
sbic_3195,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_21515,,,,-1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_31393,,,,1.0,1.0,-1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,2.0
sbic_20984,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_39935,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_10118,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_2408,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_8775,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_35782,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0
sbic_35406,,3.0,,3.0,3.0,3.0,3.0,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_8447,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_26277,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0
sbic_28671,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_29846,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_17855,,,3.0,,,3.0,3.0,,,3.0,,,3.0,3.0,3.0,3.0,3.0
sbic_20194,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_14249,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_42853,,,3.0,,3.0,3.0,3.0,,,3.0,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_1770,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_26907,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_24067,,,,2.0,2.0,,2.0,,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_25438,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_25129,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_8019,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_21722,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_25417,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,3.0,2.0
sbic_25111,1.0,1.0,,1.0,2.0,-1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,2.0,3.0,2.0
sbic_24578,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,3.0,1.0
sbic_31451,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,2.0
sbic_10563,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_6082,,2.0,,1.0,1.0,2.0,-1.0,,2.0,,1.0,1.0,2.0,2.0,3.0,3.0,3.0
sbic_37235,3.0,,,3.0,1.0,1.0,-1.0,3.0,,,3.0,1.0,1.0,2.0,3.0,3.0,3.0
sbic_17821,2.0,,,2.0,3.0,3.0,3.0,2.0,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_1891,1.0,,,1.0,-1.0,-1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_19312,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_28736,,,,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,3.0,3.0,3.0
sbic_5088,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_25500,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_30782,,,,-1.0,-1.0,1.0,-1.0,,,,2.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_24508,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,2.0,2.0
sbic_25068,,3.0,,,,3.0,3.0,,3.0,,,,3.0,3.0,3.0,3.0,3.0
sbic_25355,,,1.0,2.0,2.0,-1.0,2.0,,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0
sbic_25121,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_5714,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_26774,,,,1.0,3.0,3.0,3.0,,,,1.0,2.0,3.0,2.0,3.0,3.0,3.0
sbic_25848,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_28010,,,,1.0,1.0,,1.0,,,,2.0,2.0,,2.0,3.0,3.0,3.0
sbic_28437,,,,2.0,3.0,3.0,3.0,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_25808,,,,3.0,3.0,1.0,3.0,,,,3.0,2.0,1.0,2.0,3.0,3.0,3.0
sbic_26559,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,,3.0
sbic_25827,,,2.0,2.0,1.0,1.0,-1.0,,,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0
sbic_42366,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_12519,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0
sbic_8696,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0
sbic_20078,3.0,,,3.0,3.0,3.0,3.0,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_792,,,,1.0,1.0,-1.0,1.0,,,,1.0,1.0,2.0,1.0,3.0,3.0,3.0
sbic_35886,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0
sbic_399,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,3.0
sbic_36099,1.0,,,,3.0,-1.0,-1.0,1.0,,,,3.0,2.0,2.0,3.0,3.0,3.0
sbic_2828,,,,2.0,2.0,-1.0,2.0,,,,2.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_19188,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_29160,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0
sbic_30363,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sbic_12971,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_10546,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,2.0
sbic_41672,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,1.0,2.0
sbic_37617,3.0,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_25824,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
sbic_18665,,,,3.0,3.0,,3.0,,,,3.0,3.0,,3.0,3.0,3.0,2.0
sbic_12776,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_16495,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,3.0,3.0,3.0
sbic_12571,,,,3.0,3.0,3.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0
sbic_5806,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0
sbic_17108,,1.0,,3.0,-1.0,-1.0,-1.0,,1.0,,3.0,2.0,2.0,2.0,3.0,3.0,3.0
sbic_18591,,1.0,,2.0,2.0,1.0,-1.0,,1.0,,2.0,2.0,1.0,2.0,3.0,3.0,2.0
sbic_6293,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,3.0
sbic_6352,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,
sbic_34921,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0
