post_id,majority_asian,majority_black,majority_hispanic,majority_man,majority_white,majority_woman,majority_overall,average_asian,average_black,average_hispanic,average_man,average_white,average_woman,average_overall,gpt_cot,gemini_cot,solar_cot
mhsc_38726,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_10386,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_39243,1.0,,,,,1.0,1,1.0,,,,,1.0,1,1.0,1.0,2.0
mhsc_8914,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_29878,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_38941,,1.0,,,,1.0,1,,1.0,,,,1.0,1,3.0,3.0,3.0
mhsc_36680,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,2.0
mhsc_24731,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,3.0,,3.0
mhsc_26030,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_14842,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,3.0,3.0
mhsc_20287,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_28095,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_33441,,,,,1.0,1.0,1,,,,,1.0,1.0,1,2.0,3.0,3.0
mhsc_38450,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_33400,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_34972,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_5479,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_13939,,,,1.0,3.0,3.0,3,,,,1.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_13418,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_14536,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,1.0,1.0,2.0
mhsc_31430,,,,1.0,1.0,-1.0,1,,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_15754,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0
mhsc_14764,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_12962,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_24282,,1.0,,,,1.0,1,,1.0,,,,1.0,1,1.0,3.0,2.0
mhsc_3748,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_7384,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_14397,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_17498,1.0,,1.0,-1.0,3.0,1.0,1,1.0,,1.0,2.0,3.0,1.0,2,3.0,3.0,3.0
mhsc_28797,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_24375,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_7752,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_24562,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_3923,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_21082,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_21803,,,,1.0,1.0,-1.0,1,,,,1.0,2.0,2.0,2,3.0,1.0,2.0
mhsc_28458,,2.0,,,3.0,-1.0,-1,,2.0,,,3.0,2.0,2,2.0,3.0,2.0
mhsc_26232,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,3.0,3.0
mhsc_32873,,1.0,,,,1.0,1,,1.0,,,,1.0,1,1.0,1.0,2.0
mhsc_3360,,,,-1.0,3.0,3.0,3,,,,2.0,2.0,3.0,2,3.0,,3.0
mhsc_34760,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_441,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_13897,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_32193,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_2549,,1.0,,1.0,,,1,,1.0,,1.0,,,1,1.0,1.0,2.0
mhsc_15441,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_11922,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,3.0,2.0
mhsc_30099,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_2824,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,2.0,2.0,2,2.0,3.0,2.0
mhsc_12544,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_19218,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_19520,,1.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_31287,,,,2.0,2.0,,2,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_29076,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_28622,,,,3.0,-1.0,1.0,-1,,,,3.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_16670,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_26302,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_14261,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_1780,,,,,2.0,2.0,2,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_15253,,,,1.0,-1.0,3.0,-1,,,,1.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_30095,,1.0,,2.0,2.0,1.0,2,,1.0,,2.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_5164,1.0,,,1.0,2.0,2.0,-1,1.0,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_10578,3.0,,1.0,-1.0,,,-1,3.0,,1.0,2.0,,,2,2.0,3.0,3.0
mhsc_10252,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_11132,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_8387,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_34868,,1.0,,1.0,,,1,,1.0,,1.0,,,1,3.0,3.0,3.0
mhsc_17013,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_24989,,,,1.0,-1.0,2.0,-1,,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_29618,1.0,,,-1.0,3.0,,-1,1.0,,,2.0,3.0,,2,3.0,3.0,3.0
mhsc_16543,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_5241,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_31719,3.0,,,3.0,1.0,1.0,-1,3.0,,,3.0,1.0,1.0,2,3.0,3.0,3.0
mhsc_5247,2.0,,,2.0,1.0,1.0,-1,2.0,,,2.0,1.0,1.0,2,3.0,3.0,3.0
mhsc_2090,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_18994,,,,,1.0,1.0,1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_7831,,2.0,,,-1.0,2.0,2,,2.0,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_33978,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_10857,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_8083,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_16069,,,,2.0,2.0,2.0,2,,,,2.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_24739,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_39102,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_37895,,,1.0,1.0,,,1,,,1.0,1.0,,,1,3.0,3.0,3.0
mhsc_4929,,,,-1.0,3.0,3.0,3,,,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_7052,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_4570,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_22262,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_21719,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_20569,,3.0,,,1.0,-1.0,-1,,3.0,,,1.0,2.0,2,3.0,3.0,3.0
mhsc_11602,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_29761,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_3184,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_9387,,,,-1.0,1.0,1.0,1,,,,2.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_1431,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,3.0
mhsc_16517,1.0,,,,,1.0,1,1.0,,,,,1.0,1,3.0,3.0,3.0
mhsc_17911,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,3.0,3.0
mhsc_11371,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_28853,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_22906,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_32191,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_3724,,,,-1.0,-1.0,-1.0,-1,,,,2.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_10663,,3.0,,2.0,2.0,3.0,-1,,3.0,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_19576,,3.0,,,3.0,3.0,3,,3.0,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_3416,,1.0,,1.0,-1.0,,1,,1.0,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_7354,,,3.0,,3.0,3.0,3,,,3.0,,3.0,3.0,3,3.0,3.0,3.0
mhsc_20530,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,3.0,1.0,3.0
mhsc_33310,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_11086,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_17121,,1.0,3.0,1.0,1.0,3.0,1,,1.0,3.0,1.0,1.0,3.0,2,3.0,3.0,3.0
mhsc_36345,,,1.0,1.0,1.0,,1,,,1.0,1.0,1.0,,1,2.0,3.0,3.0
mhsc_25265,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,3.0,2.0
mhsc_36153,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_7499,,,1.0,,-1.0,1.0,1,,,1.0,,2.0,2.0,2,3.0,3.0,3.0
mhsc_27204,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_24040,1.0,,,1.0,1.0,,1,1.0,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_20131,,,,1.0,1.0,-1.0,1,,,,1.0,1.0,2.0,1,3.0,3.0,1.0
mhsc_5273,1.0,,,,,1.0,1,1.0,,,,,1.0,1,1.0,1.0,2.0
mhsc_10335,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_21482,,,1.0,1.0,,,1,,,1.0,1.0,,,1,1.0,1.0,1.0
mhsc_4090,,-1.0,,1.0,1.0,1.0,1,,2.0,,2.0,1.0,1.0,2,3.0,3.0,3.0
mhsc_33519,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_34542,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,3.0,3.0
mhsc_35449,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_20579,1.0,1.0,,1.0,1.0,1.0,1,1.0,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_27359,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_5749,,,,-1.0,2.0,2.0,2,,,,2.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_24710,1.0,,,1.0,1.0,,1,1.0,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_29723,,1.0,,-1.0,-1.0,,-1,,1.0,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_27485,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_5865,,,,3.0,-1.0,1.0,-1,,,,3.0,2.0,1.0,2,2.0,3.0,2.0
mhsc_1951,,3.0,,,1.0,-1.0,-1,,3.0,,,1.0,2.0,2,3.0,3.0,3.0
mhsc_22550,,1.0,,,3.0,-1.0,-1,,1.0,,,3.0,2.0,2,1.0,1.0,2.0
mhsc_24499,,,3.0,,3.0,3.0,3,,,3.0,,3.0,3.0,3,1.0,1.0,2.0
mhsc_27745,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_32465,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_26180,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0
mhsc_27983,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_26861,,,,1.0,1.0,,1,,,,1.0,1.0,,1,2.0,3.0,2.0
mhsc_13517,1.0,,,1.0,3.0,3.0,-1,1.0,,,1.0,3.0,3.0,2,1.0,1.0,3.0
mhsc_15984,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,3.0,3.0
mhsc_33955,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_19465,,,,3.0,-1.0,1.0,-1,,,,3.0,2.0,1.0,2,3.0,3.0,3.0
mhsc_5869,,3.0,,1.0,1.0,-1.0,1,,3.0,,1.0,1.0,2.0,2,1.0,3.0,1.0
mhsc_23461,,,,,2.0,2.0,2,,,,,2.0,2.0,2,1.0,1.0,2.0
mhsc_33257,,,,3.0,3.0,,3,,,,3.0,3.0,,3,1.0,3.0,1.0
mhsc_18018,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_13725,,,,,3.0,3.0,3,,,,,2.0,2.0,2,3.0,3.0,3.0
mhsc_35167,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_7506,,,3.0,3.0,,3.0,3,,,3.0,3.0,,3.0,3,3.0,3.0,3.0
mhsc_13870,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,3.0,2.0
mhsc_22710,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_22853,,,,1.0,-1.0,2.0,-1,,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_8592,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,1.0,2.0
mhsc_23205,,,,2.0,-1.0,1.0,-1,,,,2.0,2.0,1.0,2,1.0,1.0,1.0
mhsc_21248,,,,,1.0,1.0,1,,,,,1.0,1.0,1,2.0,1.0,2.0
mhsc_31897,,,,-1.0,-1.0,,-1,,,,2.0,2.0,,2,3.0,1.0,2.0
mhsc_20852,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_24644,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_23764,,1.0,,1.0,1.0,,1,,1.0,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_34925,,,,1.0,-1.0,3.0,-1,,,,1.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_22299,,,,1.0,1.0,,1,,,,1.0,1.0,,1,2.0,1.0,2.0
mhsc_1526,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_15708,,3.0,,1.0,1.0,3.0,-1,,3.0,,1.0,1.0,3.0,2,3.0,,3.0
mhsc_3789,,,,,-1.0,-1.0,-1,,,,,2.0,2.0,2,1.0,1.0,2.0
mhsc_9330,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_15091,,3.0,,,3.0,3.0,3,,3.0,,,3.0,3.0,3,3.0,,3.0
mhsc_9122,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_14851,,,,,3.0,3.0,3,,,,,3.0,3.0,3,1.0,1.0,2.0
mhsc_991,1.0,,,1.0,,,1,1.0,,,1.0,,,1,1.0,1.0,3.0
mhsc_36084,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,3.0,3.0
mhsc_23103,,,,2.0,3.0,3.0,3,,,,2.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_12947,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,2.0
mhsc_38379,,,,,3.0,3.0,3,,,,,3.0,3.0,3,1.0,3.0,3.0
mhsc_16298,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,2.0
mhsc_25093,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_22496,,3.0,,-1.0,-1.0,3.0,3,,3.0,,2.0,2.0,3.0,2,3.0,3.0,3.0
mhsc_16178,3.0,,,3.0,,,3,3.0,,,3.0,,,3,3.0,3.0,3.0
mhsc_12865,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_1349,,,,2.0,1.0,1.0,1,,,,2.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_6033,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_38967,,1.0,,,,1.0,1,,1.0,,,,1.0,1,1.0,1.0,2.0
mhsc_35117,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,3.0,1.0
mhsc_11624,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_10415,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_20647,,3.0,1.0,1.0,,3.0,-1,,3.0,1.0,1.0,,3.0,2,3.0,,3.0
mhsc_12733,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,1.0,1.0
mhsc_33606,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,1.0,2.0
mhsc_23509,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_13085,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_12562,,,3.0,3.0,3.0,,3,,,3.0,3.0,3.0,,3,3.0,3.0,3.0
mhsc_30806,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_3513,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_8558,,,,2.0,1.0,1.0,1,,,,2.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_6657,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_34473,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_36825,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_6958,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_37213,,1.0,,1.0,,,1,,1.0,,1.0,,,1,3.0,3.0,3.0
mhsc_38784,,,,1.0,1.0,,1,,,,1.0,1.0,,1,3.0,1.0,2.0
mhsc_4708,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,2.0,3.0,3.0
mhsc_37364,,,,,2.0,2.0,2,,,,,2.0,2.0,2,1.0,3.0,1.0
mhsc_37631,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_28541,,,,1.0,1.0,-1.0,1,,,,1.0,1.0,2.0,1,1.0,1.0,3.0
mhsc_3043,,1.0,,1.0,1.0,,1,,1.0,,1.0,1.0,,1,1.0,1.0,3.0
mhsc_20811,1.0,,,,1.0,1.0,1,1.0,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_38043,,,,,2.0,2.0,2,,,,,2.0,2.0,2,2.0,1.0,2.0
mhsc_21750,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_410,,,-1.0,1.0,1.0,1.0,1,,,2.0,1.0,1.0,2.0,2,1.0,1.0,1.0
mhsc_38198,,,,3.0,3.0,,3,,,,3.0,3.0,,3,3.0,3.0,3.0
mhsc_36566,,,1.0,1.0,,,1,,,1.0,1.0,,,1,1.0,1.0,2.0
mhsc_34089,,,2.0,2.0,,,2,,,2.0,2.0,,,2,1.0,1.0,1.0
mhsc_17028,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_10598,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_11107,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_31565,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_10933,3.0,,,,3.0,3.0,3,3.0,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_19601,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_10716,,,,-1.0,1.0,1.0,1,,,,2.0,2.0,1.0,2,1.0,1.0,2.0
mhsc_15634,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_33950,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,3.0,1.0
mhsc_26648,,,,1.0,1.0,-1.0,1,,,,1.0,1.0,2.0,1,2.0,3.0,2.0
mhsc_20238,,,3.0,3.0,3.0,,3,,,3.0,3.0,3.0,,3,3.0,3.0,3.0
mhsc_19805,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_36949,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,3.0,3.0
mhsc_18671,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,1.0
mhsc_35841,,,,,1.0,1.0,1,,,,,1.0,1.0,1,2.0,1.0,2.0
mhsc_35062,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_9071,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,3.0,2.0
mhsc_7892,,3.0,,3.0,3.0,3.0,3,,3.0,,3.0,3.0,3.0,3,1.0,2.0,2.0
mhsc_31481,3.0,,,3.0,3.0,3.0,3,3.0,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_17182,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_8983,,,,1.0,1.0,-1.0,1,,,,1.0,1.0,2.0,1,3.0,3.0,3.0
mhsc_33133,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_20894,1.0,,,,,1.0,1,1.0,,,,,1.0,1,1.0,1.0,2.0
mhsc_19314,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_31796,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_2567,,1.0,,,1.0,1.0,1,,1.0,,,1.0,1.0,1,1.0,1.0,2.0
mhsc_25370,,,,,2.0,2.0,2,,,,,2.0,2.0,2,3.0,,3.0
mhsc_35862,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,2.0
mhsc_864,1.0,,,1.0,-1.0,3.0,1,1.0,,,1.0,2.0,2.0,2,3.0,3.0,3.0
mhsc_22927,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_32573,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,3.0,2.0
mhsc_7977,,-1.0,,,1.0,1.0,1,,2.0,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_26583,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,3.0,3.0,3.0
mhsc_19269,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_27252,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_26369,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_38905,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,1.0
mhsc_26061,,,,3.0,3.0,3.0,3,,,,3.0,3.0,3.0,3,3.0,3.0,3.0
mhsc_30057,,,1.0,1.0,1.0,1.0,1,,,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_31605,,,,1.0,1.0,1.0,1,,,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_36819,,,,,1.0,1.0,1,,,,,1.0,1.0,1,3.0,3.0,3.0
mhsc_14844,,1.0,,1.0,1.0,1.0,1,,1.0,,1.0,1.0,1.0,1,1.0,1.0,2.0
mhsc_22886,,1.0,,,,1.0,1,,1.0,,,,1.0,1,1.0,1.0,2.0
mhsc_21655,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_22929,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
mhsc_4844,1.0,,,1.0,-1.0,-1.0,1,1.0,,,1.0,2.0,2.0,1,1.0,1.0,3.0
mhsc_25357,,,,,1.0,1.0,1,,,,,1.0,1.0,1,1.0,1.0,3.0
mhsc_2829,,,,1.0,3.0,3.0,3,,,,1.0,2.0,3.0,2,3.0,,3.0
mhsc_13059,1.0,,,1.0,1.0,1.0,1,1.0,,,1.0,1.0,1.0,1,2.0,1.0,3.0
mhsc_5645,,,,1.0,1.0,,1,,,,1.0,1.0,,1,1.0,1.0,1.0
mhsc_7265,,,,,3.0,3.0,3,,,,,3.0,3.0,3,3.0,,3.0
